Wall time,Step,Value
1668694255.9101872,0,0.07201792299747467
1668695055.0422077,1,0.13809293508529663
1668695854.8980563,2,0.25521719455718994
1668696640.2396767,3,0.4345899224281311
1668697455.1853185,4,0.604745090007782
1668698256.351991,5,0.7147487998008728
1668699077.0081418,6,0.7769981026649475
1668699872.938992,7,0.8127678632736206
1668700697.1883383,8,0.8361638784408569
1668701500.3861985,9,0.8479528427124023
1668702324.0402892,10,0.8584000468254089
1668703128.78563,11,0.8650201559066772
1668703945.9959776,12,0.8711804747581482
1668704759.3874507,13,0.8744385838508606
1668705565.3896754,14,0.8777176141738892
1668706382.79467,15,0.8817844986915588
1668707199.176046,16,0.8841008543968201
1668708005.988776,17,0.8870718479156494
1668708813.1567574,18,0.8892856240272522
1668709651.7187846,19,0.8906480073928833
1668710480.8928313,20,0.8912597894668579
1668711304.8663273,21,0.8932989239692688
1668712135.3095574,22,0.8944358825683594
1668712951.5853424,23,0.8964682221412659
1668713770.9785652,24,0.896534264087677
1668714600.3926544,25,0.8993841409683228
1668715427.400231,26,0.8990172147750854
1668716270.934795,27,0.9003138542175293
1668717099.0710874,28,0.9009702205657959
1668717918.3419726,29,0.9027644991874695
1668718754.547348,30,0.9039802551269531
1668719578.8078465,31,0.9034821391105652
1668720392.505911,32,0.9044015407562256
1668721221.4357302,33,0.9060702323913574
1668722034.0573995,34,0.9047608971595764
1668722865.1418712,35,0.9071877598762512
1668723687.0536227,36,0.908097505569458
1668724504.4689999,37,0.9083620309829712
1668725334.2505298,38,0.9085872769355774
1668726170.3813837,39,0.9100106954574585
1668726963.2288969,40,0.90944904088974
1668727706.950182,41,0.9101848602294922
1668728452.6574597,42,0.9118029475212097
1668729192.3438675,43,0.9128393530845642
1668729931.8186517,44,0.9128015041351318
1668730689.435982,45,0.9125666618347168
1668731506.4964314,46,0.9136155247688293
1668732341.6401362,47,0.9144496321678162
1668733172.5647602,48,0.9142529964447021
1668733988.024682,49,0.9146609306335449
1668734814.3109818,50,0.9147379994392395
1668735661.048665,51,0.9152830243110657
1668736490.2461786,52,0.9166103005409241
1668737342.0935557,53,0.9163898825645447
1668738183.6642623,54,0.9176121354103088
1668739017.3782058,55,0.9175467491149902
1668739849.0763783,56,0.9178003072738647
1668740684.2544434,57,0.9188103675842285
1668741525.7067554,58,0.9186164736747742
1668742325.2495322,59,0.9196538925170898
1668743063.0336618,60,0.9193553328514099
1668743809.2010798,61,0.9199327230453491
1668744552.8860939,62,0.9200418591499329
1668745307.9333944,63,0.9207139611244202
1668746080.5280893,64,0.9209631085395813
1668746922.0542471,65,0.9211419224739075
1668747762.3098125,66,0.9214469194412231
1668748615.6722145,67,0.9218748807907104
1668749464.414367,68,0.9224861264228821
1668750316.5133817,69,0.9227107167243958
1668751169.5632586,70,0.9232205152511597
1668752013.8122993,71,0.9230700731277466
1668752857.3139997,72,0.9229879975318909
1668753683.5140762,73,0.9229706525802612
1668754533.7502694,74,0.9239287972450256
1668755384.9029813,75,0.9239261150360107
1668756220.872032,76,0.9233239889144897
1668757059.584224,77,0.9246135950088501
1668757900.070462,78,0.9245852828025818
1668758744.9729383,79,0.9250897169113159
1668759584.8400102,80,0.9249581098556519
1668760318.5854487,81,0.9255568981170654
1668761061.4668229,82,0.925525426864624
1668761803.8854713,83,0.9253352880477905
1668762553.0776038,84,0.925710916519165
1668763303.721853,85,0.9261128902435303
1668764054.889531,86,0.9258566498756409
1668764882.5557914,87,0.926433265209198
1668765728.609531,88,0.9264475703239441
1668766564.509197,89,0.9267181754112244
1668767318.2766054,90,0.92679363489151
1668768063.3220053,91,0.9268299341201782
1668768808.7700965,92,0.9267935752868652
1668769553.064859,93,0.9277127981185913
1668770298.6654954,94,0.9275246858596802
1668771074.986689,95,0.9272439479827881
1668771917.2843194,96,0.9274828433990479
1668772750.8514025,97,0.9277417659759521
1668773586.730256,98,0.9281125068664551
1668774446.0526514,99,0.9282835125923157
