Wall time,Step,Value
1669728696.9208388,0,0.5666539669036865
1669729961.2526937,1,0.7563973069190979
1669731210.2883124,2,0.7878601551055908
1669732471.6421642,3,0.8085492849349976
1669733736.4087908,4,0.820634126663208
1669735008.9624894,5,0.8344029784202576
1669736268.411338,6,0.8418002724647522
1669737520.941758,7,0.8473590016365051
1669738785.7902179,8,0.8512284755706787
1669740053.9296494,9,0.8604605793952942
1669741319.0594625,10,0.8663797378540039
1669742586.4517477,11,0.869417130947113
1669743857.6597428,12,0.8740543127059937
1669745124.1499038,13,0.8775740265846252
1669746384.1613715,14,0.880831241607666
1669747652.704027,15,0.8862400650978088
1669748913.011969,16,0.8867725133895874
1669750178.138707,17,0.8928320407867432
1669751436.241281,18,0.8944323062896729
1669752704.825639,19,0.8962818384170532
1669753970.563674,20,0.9003791809082031
1669755253.3753738,21,0.9013231992721558
1669756525.2641196,22,0.9037851095199585
1669757793.7608883,23,0.9049100875854492
1669759057.1360068,24,0.9073288440704346
1669760320.2952168,25,0.9083067178726196
1669761584.7704957,26,0.908639669418335
1669762848.246365,27,0.9134194254875183
1669764125.8540716,28,0.9130244255065918
1669765390.1317174,29,0.9133155941963196
1669766667.8185291,30,0.9153340458869934
1669767948.4520924,31,0.9168314933776855
1669769220.3210993,32,0.919151246547699
1669770491.9602573,33,0.9188381433486938
1669771756.6614466,34,0.919072687625885
1669773031.4980798,35,0.9204784631729126
1669774292.8092303,36,0.9210234880447388
1669775556.3905141,37,0.9233081340789795
1669776831.785429,38,0.9216375350952148
1669778109.1862884,39,0.9241288900375366
1669779388.5069733,40,0.9239621162414551
1669780664.990508,41,0.9250839352607727
1669781927.6022065,42,0.9279530048370361
1669783198.7448807,43,0.9265336990356445
1669784467.4450068,44,0.9292424917221069
1669785730.2799587,45,0.9294155240058899
1669786993.97186,46,0.9286966919898987
1669788260.1803172,47,0.9307583570480347
1669789532.748634,48,0.93215012550354
1669790798.6649592,49,0.9310174584388733
1669792077.4262786,50,0.9322680830955505
1669793338.9660065,51,0.9337572455406189
1669794590.0048094,52,0.9334807991981506
1669795858.9963486,53,0.9330362677574158
1669797122.9214387,54,0.9341759085655212
1669798391.3133745,55,0.9362807869911194
1669799648.3694715,56,0.9348978996276855
1669800906.4140935,57,0.9368844628334045
1669802179.041903,58,0.9354739189147949
1669803444.798214,59,0.9382712841033936
1669804718.926131,60,0.9394633769989014
1669805988.9506576,61,0.9384055733680725
1669807257.012998,62,0.9375985860824585
1669808528.3041537,63,0.9393475651741028
1669809785.1824014,64,0.9394980072975159
1669811047.6352038,65,0.9397048950195312
1669812306.5057626,66,0.9408451914787292
1669813566.4327502,67,0.9419764876365662
1669814836.181951,68,0.9410605430603027
1669816104.7514343,69,0.9418981671333313
1669817367.0436919,70,0.9430516362190247
1669818636.3993242,71,0.9431918859481812
1669819901.456795,72,0.9437053203582764
1669821171.4658906,73,0.9443772435188293
1669822438.4674299,74,0.9448996186256409
1669823709.6246393,75,0.9438688158988953
1669824976.1733718,76,0.9439187049865723
1669826235.5366802,77,0.9439867734909058
1669827509.0836098,78,0.9449989795684814
1669828775.3803709,79,0.9458511471748352
1669830049.0587814,80,0.9457474946975708
1669831308.4842677,81,0.9464377164840698
1669832569.2248085,82,0.9469226002693176
1669833829.1092153,83,0.9467407464981079
1669835099.113541,84,0.947952151298523
1669836373.1686525,85,0.9473589062690735
1669837636.3491006,86,0.9480187296867371
1669838909.6370404,87,0.9501418471336365
1669840177.3901362,88,0.9475029110908508
1669841430.6939762,89,0.9491865634918213
1669842691.598837,90,0.9489884376525879
1669843967.169014,91,0.9499359726905823
1669845231.3390512,92,0.9500812292098999
1669846501.1115508,93,0.9493407011032104
1669847773.4915297,94,0.9504090547561646
1669849045.0106192,95,0.9515417814254761
1669850296.1105304,96,0.9506664276123047
1669851567.4994092,97,0.9520300626754761
1669852837.507301,98,0.9512125253677368
1669854096.1162555,99,0.9507371187210083
1669855367.1763701,100,0.9520267844200134
1669856631.1128664,101,0.9533661007881165
1669857898.359256,102,0.9522926807403564
1669859150.3330085,103,0.9532053470611572
1669860423.2124882,104,0.9525802135467529
1669861680.2479255,105,0.9538186192512512
1669862954.9324257,106,0.9541266560554504
1669864223.5388508,107,0.9540152549743652
1669865492.2423818,108,0.9553738236427307
1669866763.0901852,109,0.9538670182228088
1669868031.7356305,110,0.954125165939331
1669869299.6858873,111,0.9545091986656189
1669870556.6661067,112,0.9544540643692017
1669871814.5469542,113,0.9556704163551331
1669873070.2864964,114,0.9558009505271912
1669874340.762955,115,0.9551742672920227
1669875600.4929144,116,0.9559280276298523
1669876862.6182644,117,0.9557586908340454
1669878134.574589,118,0.9561947584152222
1669879404.4968922,119,0.9567028880119324
1669880659.180533,120,0.9566987752914429
1669881929.8744018,121,0.9570778608322144
1669883193.0492299,122,0.9562670588493347
1669884458.9108417,123,0.9565146565437317
1669885725.8830924,124,0.9570728540420532
1669886997.5184336,125,0.9568668603897095
1669888255.1659548,126,0.9587502479553223
1669889518.1906078,127,0.9581305384635925
1669890773.114909,128,0.9581305980682373
1669892032.100816,129,0.9584987759590149
1669893293.3404994,130,0.9586848020553589
1669894553.501936,131,0.9586118459701538
1669895825.2719705,132,0.9594895243644714
1669897081.1088896,133,0.9585856199264526
1669898350.486065,134,0.9598721265792847
1669899618.5579894,135,0.9593910574913025
1669900882.7618077,136,0.9601716995239258
1669902149.5866065,137,0.9593235850334167
1669903404.1909525,138,0.9593818187713623
1669904672.655611,139,0.9588684439659119
1669905936.097973,140,0.9596725702285767
1669907183.5196888,141,0.9605764150619507
1669908440.1238458,142,0.9605759978294373
1669909706.6172721,143,0.9605990052223206
1669910968.8870807,144,0.9607317447662354
1669912230.5166526,145,0.9607351422309875
1669913484.2128956,146,0.9598026871681213
1669914739.0197163,147,0.9611360430717468
1669916006.8214192,148,0.9612100124359131
1669917278.9427905,149,0.9615032076835632
